SentimentText,SentimentPolarity
이것만 바르고 하루종일 일해도 얼굴 상하지 않는 느낌이에요,1
발림성도 좋고,1
바르면 촉촉하고 ,1
저렴한 가격이라 ,1
편하게 사용하네요.,1
건조함에 촉촉하지 않습니다,-1
촉촉하지 않습니다,-1
제형이 쫀득 거리는데,0
끈적이지 않고,1
피부에 잘 스며드네요.,1
겨울에 이것만한 크림 없습니다.,1
발라보니 촉촉하고 ,1
광채까지 나요.,1
피부가 부드러워지는게 느껴져서 좋습니다 ,1
 촉촉해졌어요.,1
다 쓰고 효과 있으면 또 구매 할꺼예요. ,0
쩍쩍 갈라지는 제 피부에 최고네요. ,1
아침까지 촉촉해서 좋은 것 같아요.,1
촉촉해서 좋은 것 같아요.,1
가격이 저렴해서,1
악건성인 분들께 추천합니다.,1
가격도 저렴하고,1
지속시간도 길게 유지되네요.,1
제피부엔 안성맞춤입니다. ,1
가격도 저렴하고,1
효과좋아 계속 쓸게요. ,1
촉촉하고 ,1
발림성이 좋습니다.,1
저렴하고 좋은 상품이에요. ,1
"촉촉하고, ",1
피부도 매끈매끈합니다. ,1
가격도 만족스럽고 좋아요. ,1
제형이 너무 쫀득하고,1
번들거리지 않아서,1
건성피부라 항상 건조했는데 이거 듬뿍 바르고 자면 촉촉하게 피부에 남아 있네요. ,1
 촉촉하게 피부에 남아 있네요.  ,1
 발림성도 좋고 ,1
보습력도 좋은 제품입니다.,1
촉촉하고,1
끈적임도 없고,1
주름개선에도 좋습니다.,1
피부가 촉촉하고,1
반짝거린다는 말을 많이 들었습니다. ,1
유분도 적당히 있어 좋아요. ,1
건성이라 얼굴 당김이 없어서 좋습니다.,1
얼굴 당김이 없어서 좋습니다.,1
착한가격,1
제품 품질이 좋아요. ,1
흡수력이 최고입니다. ,1
번들거리지 않고,1
뽀송 그자체입니다. ,1
피부가 매끈해졌습니다.,1
"끈적이지 않고,",1
정말 촉촉하고 좋네요.,1
크림의 제형이 많이 묽어요,-1
손으로 떠보니  사용했던 제품들과는 제형의 촉감도 다르고,-1
크림의 제형이 묽어서인지 크림의 형태가 쉽게 흐트러지는걸 보니 찝찝합니다,-1
가격이 너무 싸서,1
가격도 괜찮고,1
쫀쫀하고 ,1
촉촉해요.,1
저에게 잘 맞네요 ,1
"지성피부도 건성피부도 촉촉하게 유지되고,",1
"촉촉하게 유지되고,",1
발림성도 끈적이지않고 좋아,1
끈적이지않고 ,1
피부가 건조해져서 샀는데 잘 맞고 만족스럽네요.,1
건성 피부에도 좋아요. ,1
발림성도 좋고,1
촉촉하고,1
가성비 너무 좋아요.,1
발림성도 좋고,1
보습력도 좋을 것 같습니다.,1
제형이 좀 더 쫀득한 느낌입니다. ,1
가격대비 정말 훌륭한 제품입니다 .,1
부드러운 느낌입니다.,1
매끈거리고,1
촉촉해서 좋습니다.,1
저렴한 가격이라 만족합니다.,1
"끈적이지 않고, ",1
피부가 촉촉해졌어요. ,1
유통기한도 길고,1
촉촉하니 좋습니다,1
수분감이 탁월해요,1
가격도 저렴하게 샀어요,1
가성비 좋은,1
저한테 잘 맞아서 좋습니다.,1
가격은 저렴하게 구매했는데,1
구성도 좋네요.,1
심했던 트러블도 가라앉았어요.,1
샘플이 없어서 아쉽네요.,-1
촉촉하니,1
부드러운 느낌이 좋아요. ,1
부드러움이 느껴집니다.,1
촉촉하게 잘 발리는 것 같습니다.,1
잘 발리는 것 같습니다.,1
겨울철 보습은 되는 것 같습니다. ,1
보습은 되는 것 같습니다. ,1
악건성인데 가격 대비 큰 효과는 없는 듯합니다.,-1
큰 효과는 없는 듯합니다.,-1
향이 강하지 않아요.,1
"보습력도 좋고, ",1
발림성도 좋아요.,1
촉촉하고,1
가격도 저렴해서 좋아요.,1
가격이 저렴한 ,1
품질이 제일 좋아요.,1
보습력이 좋고,1
지속력이 좋아,1
저렴한 가격에 잘 구입했습니다. ,1
끈적이지 않고,1
수분감이 적당해서 좋습니다.,1
건성인 분에게는 촉촉하고 좋은 것 같습니다.,1
촉촉하고 좋은 것 같습니다.,1
가성비 좋고,1
저렴하게 사용 중인 제품이에요.,1
건성피부이신 분들이 사용하는 게 좋을 듯합니다.,1
가격도 저렴한데,1
건성인 제 피부가 촉촉해졌습니다.,1
촉촉해졌습니다.,1
품질이 좋아 ,1
건성이라 피부에 잘 맞고,1
피부에 잘 맞고,1
가격대비 품질이 뛰어나요.,1
제가 건성이라 쫀쫀하니 정말 좋아요. ,1
쫀쫀하니 정말 좋아요. ,1
유통기한은 24년 10월 14일까지,1
 품질이 너무 좋아요. ,1
흡수가 빨라요,1
촉촉하게 오래가는 편이라 좋아요,1
오래가는 편이라 좋아요,1
지성인데 다른크림에 비해서 바르고 난 후 흡수가 빨라요,1
촉촉하니 ,1
얼굴에 윤기가 나요. ,1
유통기한도 길고 좋아요.,1
건조한편인데 ㅇㅇㅇ크림은 촉촉하니 얼굴에 윤기가 나요.,1
부드럽게 발리면서,1
많이 발라도 두껍지 않아서 좋습니다.,1
촉촉하고요. ,1
촉촉하고,1
"향이 없어요, ",1
가격도 맘에 듭니다. ,1
촉촉하고 ,1
사용감이 좋아서 ,1
살짝 트러블 생기는 거 같았는데,-1
 가을 겨울에 더 좋을거 같습니다. ,1
촉촉하고 ,1
발림성도 좋고 ,1
향도 좋습니다. ,1
주름개선에 좋습니다.,1
가성비 갑 제품이에요. ,1
촉촉하고 ,1
향이 은은하고 ,1
제형이 부드러워요.,1
 가성비 좋습니다. ,1
피부에 뽀송하게 잘 스며들어 좋아요. ,1
트러블없이 좋고,1
유분기 좀 모자란듯 싶은데 ,-1
아침에 화장해보니 밀리지 않아 좋네요 ,1
향은 거의 무향입니다,0
겨울엔 건조해서 OOO으로 구매해 사용해보니 피부에 맞아서 좋습니다.,1
촉촉해서 ,1
피부에 착 감기고,1
피부결도 매끄러워져서,1
촉촉하고 ,1
기미에도 효과 있음 좋겠습니다.,0
기미에 조금 이라도 효과가 있었으면 합니다.,0
촉촉함은 만족합니다.,1
"피부가 부드럽고, ",1
촉촉해서 좋아요. ,1
꾸준히 바르면 피부 관리에 효과 있을 것 같네요.,0
끈적임이 없고,1
발림성도 좋은거 같습니다.,1
촉촉해서,1
아침까지 촉촉함이 오래 유지되어 놀랐네요.,1
오래 유지되어 놀랐네요.,1
주름개선및 미백에 효과 있네요.,1
미백에 효과 있네요.,1
가격도 얼마나 착한지,1
끈적이지않고,1
흡수도 괜찮습니다,1
 촉촉함이 오래갑니다. ,1
오래갑니다. ,1
얼굴에 수분감이 생기는것 같습니다.,1
가격이 좋습니다. ,1
환절기마다 건조하던 피부가 촉촉해졌습니다. ,1
피부가 촉촉해졌습니다. ,1
가격도 좋고,1
효과도 좋습니다.,1
"피부에 윤기도 생기고,",1
수분감도 좋아서 꾸준히 써보려고 합니다.,1
이번 제품은 흡수력이 중간 정도네요.,0
더 더워지기 전에 쓰기 괜찮습니다.,1
여름에는 좀 끈적일 것 같아요.,-1
좀 끈적일 것 같아요.,-1
"효과도 오래 써봐야 알것 같고, ",0
발림성도 좋지 않습니다. ,-1
향은 별로입니다.,-1
아직 효과는 모르겠습니다.,0
향이 별로여서,-1
비싸지 않아서 좋네요.,1
"가격도 맘에 들고, ",1
촉촉해서 좋습니다.,1
부드럽게 발리면서,1
피부가 쫀쫀해지는 느낌이 듭니다. ,1
향은 거의 없으나 약간의 한약냄새같은 느낌만 있네요,0
촉촉하고 ,1
발림성 좋습니다.,1
건조한 피부에 자기전에 바르니 아침까지 촉촉합니다. ,1
아침까지 촉촉합니다. ,1
촉촉합니다. ,1
건조함과 주름때문에 구입했는데 효과 만족합니다. ,1
아직은 얼굴이 환해지는 미백효과까지는 모르겠지만,0
피부가 좋아지는 느낌이 있습니다.,1
향이 별로 입니다.,-1
"발림성, 향, 촉촉함 모두 별로 입니다.",-1
"향, 촉촉함 모두 별로 입니다.",-1
촉촉함 모두 별로 입니다.,-1
가격도 저렴하니 ,1
피부가 부드러워진 느낌이네요.,1
향은 시즌 5부터 한약 냄새가 나서 별로입니다. ,-1
효과는 더 써봐야 알 것 같습니다.,0
피부 가려움증과 시간이 지나면 각질이 생기네요,-1
시간이 지나면 각질이 생기네요 ,-1
나에게는 안 맞는 것 같습니다.,-1
향이 좀 더 짙고,0
유분감도 있네요.,-1
좀 더 성분이 좋아졌다하니 ,1
속건성인데 밤에 바르고 자면 미백효과도 좀 느껴지네요.,1
미백효과도 좀 느껴지네요.,1
촉촉하고 좋네요.,1
건조한 날씨에 좋을 것 같아요. ,1
아직 효과는 모르겠지만 ,0
"지속적으로 품질이 업그레이드 되는 OOO크림,",1
좀 더 탁월한 효능을 기대해 봅니다.,0
저렴하게 잘 샀습니다.,1
발림성도 촉촉하고 좋아,1
촉촉하고,1
피부가 악건성이라 이 제품이 촉촉해서 잘 맞고 좋습니다. ,1
촉촉해서,1
촉촉해집니다.,1
저렴하게 구매했습니다.,1
촉촉하긴 한데,1
미백은 잘 모르겠습니다.,-1
트러블도 없고 ,1
오래 유지되어 좋아,1
"가성비, 가심비 좋은 크림이네요.",1
리뉴얼로 효과가 더 좋아졌을지 궁금해요,0
"발림성도 좋고 ,",1
흡수가 잘 되서  생각외로 좋습니다.,1
매트한 느낌이 있지만 ,-1
바르면 바로 흡수되고 좋아요.,1
"발림성도 좋아졌고, ",1
무엇보다 주름 개선에 탁월한 효과가 있습니다.,1
"미백 효과는 주름개선효과보다 조금 미흡하지만,",-1
주름개선효과는 많이 보입니다.,1
실제 허브에서 나는 향처럼 신선한 느낌이라 좋네요.,1
더 써보고 저에게 잘 맞는다면 좋겠네요.,0
발림성은 좋은데,1
겨울이라 그런지 조금 건조하게 느껴집니다.,-1
지성 피부인데 건조한데 건성피부는 더건조할것 같습니다.,-1
향은 보통이고 ,0
제형 재질은 촉촉합니다. ,1
건조한 피부에 딱 어울리는 제품입니다.,1
"제형이 덜 꾸덕하고, ",0
"유분끼도 덜하고, ",0
바를때 가볍고 ,1
산뜻한 느낌입니다. ,1
향도 예전 제품이랑 달라서 괜찮은 것 같습니다.,1
흡수력이 더 좋아진 것 같아요.,1
민감성 피부에는 OOO 크림만한 게 없어요.,1
거칠고 따가운 피부가 진정되어 좋아졌으면 좋겠습니다.,0
샘플이 없어서 아쉽네요.,-1
효과 기대하며 써 보려구요. ,0
바르기 간편해서 좋네요.,1
피부 예민한 편인데 피부에 잘 맞습니다. ,1
샘플 증정품도 많고 좋습니다.,1
속건조가 심한 편인데 아직까진 당기는 느낌은 없어요.,1
당기는 느낌은 없어요.,1
효과는 겨울이 되어봐야 알겠지만,0
저렴하게 구매했네요.,1
생각과 다르게 향이 좀 강하네요.,-1
당기지도 않고 ,1
촉촉하고 좋아요. ,1
"향, 사용감은 덜해요.",-1
사용감은 덜해요. ,-1
저렴하다고 생각했는데 다른 OOO몰에서 더 저렴한 가격을  발견해 기분이 썩 좋진 않았어요.,-1
자고 일어나면 피부가 촉촉하고 하루종일 유지되요.,1
하루종일 유지되요.,1
속은 건조하고 겉이 지성이라 트러블이 많았는데 너무 좋아요. ,1
트러블이 많았는데 너무 좋아요. ,1
크림과 아이크림도 구성품으로 왔네요.,0
겨울에 쓰기 좋아요.,1
사은품으로 크림이랑 아이크림까지 와서 저렴하게 구입해 좋습니다.,1
저렴하게 구입해 좋습니다.,1
추가증정도 없고,-1
싸게 산거 같진 않습니다.,-1
샘플이 없다니 아쉽네요.,-1
향은 은은하니 참 좋아요.,1
기능적으로는 약해요.,-1
피부트러블 전혀 없어요.,1
향도 강하지 않아서,1
부담없이 편하게 사용할 수 있어 ,1
"양 많고, ",1
향 괜찮아요.,1
가성비 좋아요.,1
촉촉해요.,1
얼굴과 몸 전체에 바르기 좋아요.,1
가격이 저렴하고 ,1
향이 무난해요,1
온 가족이 함께 쓰기 간편해서 좋아요.,1
사계절 쓰기 좋아요,1
욕실에 두고 간편하게 쓰기 좋아요.,1
저렴한 가격이 최고입니다. ,1
향 좋고 ,1
발림성 좋고 ,1
가성비 좋습니다.,1
가격은 올랐지만,-1
가성비 갑의 로션이에요.,1
향이 좋으며,1
발림성도 좋아서,1
용기가 뚜껑 열고 닫기가 좀 불편하네요. ,-1
향도 진하지않아 좋구요.,1
보습력이 오래가지는 않지만,-1
오래가지는 않지만,-1
보습력 좋습니다.,1
가성비 최고의 상품입니다. ,1
가성비 최고의 화장품입니다. ,1
가성비 최고의 화장품입니다,1
발림성도 좋고 ,1
향도 은은하게 좋습니다,1
저렴하게 구매했습니다.,1
용량이 넉넉해서 얼굴과 몸에 같이 사용해도 좋아요.,1
이렇게 놀라운 가격에 화장품이 있었는지 깜짝 놀랐네요.,1
촉촉해서 ,1
부담 없는 가격에,1
가성비 짱인,1
가격대비 좋아서 추천합니다.,1
이렇게 싼 화장품은 처음입니다.,1
질도 괜찮네요. ,1
저렴한 가격에,1
촉촉하고,1
트러블도 없어,1
가격대비 엄청 좋습니다,1
부드럽게 발리고,1
촉촉한 피부가,1
보송보송하네요,1
촉촉하면서,1
피부로 잘 흡수되는 느낌이 나쁘지 않고 괜찮습니다.,1
"가격이 착하고, ",1
순해서 좋습니다.,1
얼굴부터 전신을 바를 수 있는 부담 없는 제품입니다. ,1
촉촉하면서,1
"부드럽고,",1
오래가서 만족해요.,1
가격대비 너무 만족스러운 화장품입니다. ,1
저렴하게 사서,1
효과가 좋아요.,1
가격대비 부담없어 좋네요. ,1
보습력도 괜찮아서 계속 주기적으로 쓰고 있어요.,1
용량이 많아 바디 로션으로 다용도로 사용하고 있네요.,1
자극적이지 않아 피부 트러블도 없네요.,1
향은 거의 없지만 괜찮습니다.,1
"향 좋고,",1
"로션 발림성 좋고,",1
유수분 밸런스 탁월 합니다.,1
"향도 좋고, ",1
발림성도 좋습니다.,1
아쉬운건 뚜껑이 원터치라 불편합니다.,-1
데일리로 사용하기에 좋아요.,1
가격도 저렴해서,1
얼굴이외의 건조한 피부에 수시로 바르기 좋습니다.,1
건조한 피부에 수시로 바르기 좋습니다.,1
"집, 사무실에서 구비하고 편하게 사용하고 있습니다.",1
보습력이 오래 가지는 않네요.,-1
오래 가지는 않네요.,-1
가격도 저렴하고 ,1
발림도 괜찮고 ,1
바디 로숀으로 듬뿍듬뿍 편하게 사용하기 좋아요,1
바디로션 대용으로 바르려고 샀습니다.,1
너무 싸니까,1
효과도 좋으면 좋겠네요.,0
착한 가격에,1
용량이 많아서 넉넉하게 바르고 있어요. ,1
끈적이지 않게 발리고,1
피부에 빨리 스며들고 ,1
향도 진하지 않고,1
은은해서 부담이 없어서 좋아요.,1
대용량이라,1
"향이 괜찮고, ",1
품질도 좋은 것 같습니다. ,1
가격은 저렴한데 ,1
품질은 괜찮아서 ,1
가성비 좋고. ,1
양도 많아서,1
유효기간이 길어서 오래두고 사용할 수 있어 좋습니다.,1
보습력이 있어,1
피부트러블도 안생겨요.  ,1
"제형이 약간 묽긴 하지만, ",-1
발림성 괜찮습니다.,1
향이 있지만 강하진 않습니다.,1
저렴한 로션이지만,1
저렴한 로션이지만 ,1
용량이 커서 부담없이 사용할수있어서 좋습니다.,1
피부트러블도 안생깁니다,1
성분이 순해서 아이어른 같이 사용해도 괜찮습니다.,1
향이 있긴 하지만 강하지 않아요.,0
제형이 약간 묽긴하지만,-1
발림성 괜찮습니다.,1
품질이 고가 제품에 버금가게 좋아서,1
"촉촉하고,",1
"용량좋고,",1
가격저렴하고,1
가격 부담없어 좋아요. ,1
"양이 많아 듬뿍 바를수 있어 좋고, ",1
향도 많이 진하지 않고 은은하네요. ,1
끈적임은 많이 없어요.,1
제 피부에는 나름 잘 맞는것 같아요. ,1
가격이 저렴하다고 ,1
품질까지 저렴한 것은 아닙니다.,1
보습력이 좋으며 ,1
가격도 저렴해,1
고급스런 향은 아니지만 무난해서 괜찮네요,0
저렴하고,1
저렴한 가격에,1
저렴한 가격에,1
최고 품질의 제품을 ,1
"톡 쏘는 느낌이 있지만,",-1
피부에 스며드는 느낌이 좋습니다. ,1
저렴하게,1
아무 트러블없이 잘 스며들고 좋네요.,1
